Isolate,level 1,level 2
LIBR0059_2014-11-05,1,3
LIBR0067_2014-11-06,10,37
LIBR0071_2014-11-06,1,3
LIBR0073_2014-11-06,1,3
LIBR0079_2014-11-07,1,2
LIBR0090_2014-11-08,1,2
LIBR0092_2014-11-08,1,3
LIBR0093_2014-11-08,1,3
LIBR0112_2014-11-10,1,3
LIBR0115_2014-11-10,1,3
LIBR0116_2014-11-10,1,3
LIBR0118_2014-11-10,10,37
LIBR0157_2014-11-13,1,2
LIBR0159_2014-11-13,17,44
LIBR0160_2014-11-13,1,3
LIBR0168_2014-11-13,1,3
LIBR0173_2014-11-14,1,2
LIBR0176_2014-11-14,1,2
LIBR0177_2014-11-14,10,37
LIBR0229_2014-11-17,1,2
LIBR0284_2014-11-22,10,37
LIBR0286_2014-11-22,10,37
LIBR0333_2014-11-25,1,3
LIBR0350_2014-11-26,1,3
LIBR0380_2014-11-28,1,2
LIBR0423_2014-12-03,1,3
LIBR0430_2014-12-03,1,2
LIBR0503_2014-12-10,2,14
LIBR0505_2014-12-10,2,14
LIBR0605_2014-12-20,1,3
LIBR0622_2014-12-22,1,3
LIBR0624_2014-12-22,1,3
LIBR0707_2014-12-29,1,2
LIBR0993_2015-01-20,1,2
LIBR10008_2014-08-21,1,2
LIBR10014_2014-08-19,1,3
LIBR10017_2014-08-19,1,2
LIBR10020_2014-08-18,1,2
LIBR10021_2014-08-18,1,2
LIBR10022_2014-08-16,1,3
LIBR10025_2014-08-16,1,2
LIBR10026_2014-08-16,1,3
LIBR10027_2014-08-16,1,2
LIBR10029_2014-08-16,1,2
LIBR10030_2014-08-16,1,2
LIBR10031_2014-08-16,1,2
LIBR10032_2014-08-16,1,3
LIBR10033_2014-08-15,1,2
LIBR10035_2014-08-15,1,2
LIBR10036_2014-08-10,1,2
LIBR10037_2014-08-10,1,2
LIBR10040_2014-08-04,1,2
LIBR10042_2014-08-04,1,2
LIBR10047_2014-10-01,1,3
LIBR10048_2014-10-01,1,3
LIBR10050_2014-10-01,10,36
LIBR10051_2014-10-01,1,2
LIBR10052_2014-10-01,1,3
LIBR10053_2014-10-01,1,2
LIBR10054_2014-09-23,1,3
LIBR10055_2014-09-23,10,36
LIBR10056_2014-09-23,1,2
LIBR10060_2014-09-23,1,2
LIBR10061_2014-09-23,10,36
LIBR10062_2014-09-23,10,37
LIBR10065_2014-09-21,1,2
LIBR10066_2014-09-20,1,2
LIBR10071_2014-09-20,1,3
LIBR10072_2014-09-20,1,2
LIBR10074_2014-09-20,1,3
LIBR10076_2014-09-20,1,2
LIBR10077_2014-08-26,1,2
LIBR10078_2014-08-26,1,2
LIBR10079_2014-08-26,1,2
LIBR10082_2014-08-26,1,2
LIBR10086_2014-08-26,1,2
LIBR10087_2014-08-26,1,2
LIBR10088_2014-08-26,1,2
LIBR10089_2014-08-17,1,2
LIBR10092_2014-08-17,1,2
LIBR10093_2014-08-17,1,2
LIBR10098_2014-08-17,1,2
LIBR10100_2014-08-22,1,3
LIBR10101_2014-08-22,1,3
LIBR10103_2014-08-20,1,2
LIBR10106_2014-08-20,1,2
LIBR10110_2014-08-20,1,2
LIBR10112_2014-08-20,1,2
LIBR10113_2014-08-20,1,2
LIBR10118_2014-08-24,1,2
LIBR10127_2014-08-22,1,2
LIBR10128_2014-08-30,1,3
LIBR10130_2014-09-01,1,2
LIBR10132_2014-09-08,1,2
LIBR10135_2014-09-07,1,3
LIBR10136_2014-09-09,1,2
LIBR10137_2014-09-09,1,2
LIBR10139_2014-09-09,1,2
LIBR10144_2014-09-20,10,37
LIBR10145_2014-09-20,1,3
LIBR10148_2014-09-20,1,2
LIBR10151_2014-09-09,1,2
LIBR10154_2014-09-13,1,2
LIBR10155_2014-09-13,1,3
LIBR10156_2014-09-13,1,3
LIBR10168_2014-09-20,1,2
LIBR10169_2014-08-24,1,2
LIBR10170_2014-08-17,1,2
LIBR10172_2014-09-01,1,3
LIBR10179_2014-10-11,1,2
LIBR10180_2014-10-11,1,2
LIBR10187_2014-08-19,1,2
LIBR10195_2014-08-26,1,3
LIBR10196_2014-08-26,1,3
LIBR10201_2014-08-27,1,2
LIBR10202_2014-08-27,1,2
LIBR10204_2014-08-27,10,37
LIBR10205_2014-09-19,1,2
LIBR10208_2014-09-19,1,3
LIBR10209_2014-09-19,1,3
LIBR10210_2014-09-19,1,3
LIBR10212_2014-09-19,1,2
LIBR10217_2014-09-29,1,3
LIBR10218_2014-09-29,1,3
LIBR10222_2014-09-26,1,2
LIBR10223_2014-09-26,1,3
LIBR10224_2014-09-26,1,2
LIBR10226_2014-09-26,1,3
LIBR10230_2014-09-26,1,2
LIBR10237_2014-07-11,1,2
LIBR10238_2014-07-18,1,3
LIBR10239_2014-07-19,1,3
LIBR10240_2014-06-24,1,2
LIBR10241_2014-06-25,1,2
LIBR10248_2014-07-14,1,3
LIBR10249_2014-07-04,1,3
LIBR10250_2014-06-23,1,2
LIBR10251_2014-09-15,1,2
LIBR10252_2014-09-15,1,2
LIBR10254_2014-10-02,1,2
LIBR10255_2014-10-02,1,2
LIBR10261_2014-10-14,1,2
LIBR10262_2014-10-16,1,3
LIBR10265_2014-10-18,1,2
LIBR10267_2014-10-05,10,37
LIBR10270_2014-08-26,1,3
LIBR10271_2014-08-26,1,2
LIBR10277_2014-08-26,1,2
LIBR10279_2014-08-26,1,3
LIBR10306_2014-06-25,1,3
LIBR10307_2014-10-02,1,3
LIBR11079_2014-10-02,1,3
LIBR11177_2014-10-05,1,6
LIBR1195_2015-02-02,1,2
LIBR1221_2015-02-04,1,2
LIBR1413_2015-02-14,1,2
EM095_2014-05-25,5,26
EM096_2014-05-26,1,2
EM098_2014-05-26,1,2
EM104_2014-06-02,1,4
EM106_2014-06-02,1,4
EM110_2014-06-03,1,4
EM111_2014-06-03,1,4
EM112_2014-06-03,1,4
EM113_2014-06-03,1,4
EM115_2014-06-03,1,4
EM119_2014-06-03,1,4
EM120_2014-06-03,1,2
EM121_2014-06-04,1,2
EM124_2014-06-04,1,4
G3670_2014-05-27,1,2
G3676_2014-05-27,5,26
G3677_2014-05-26,1,2
G3679_2014-05-28,1,2
G3680_2014-05-28,5,26
G3682_2014-05-28,1,2
G3683_2014-05-28,5,26
G3686_2014-05-28,5,26
G3687_2014-05-28,5,26
G3707_2014-05-31,1,4
G3713_2014-06-09,1,4
G3724_2014-06-05,1,4
G3729_2014-06-07,1,2
G3734_2014-06-07,1,2
G3735_2014-06-07,1,4
G3750_2014-06-10,1,4
G3752_2014-06-10,1,4
G3758_2014-06-11,1,2
G3764_2014-06-12,1,4
G3765_2014-06-14,1,4
G3769_2014-06-12,1,2
G3770_2014-06-12,1,4
G3771_2014-06-12,1,4
G3782_2014-06-14,1,2
G3786_2014-06-14,1,2
G3787_2014-06-14,1,2
G3788_2014-06-14,1,2
G3789_2014-06-14,1,4
G3795_2014-06-15,1,2
G3796_2014-06-15,1,2
G3798_2014-06-15,1,4
G3799_2014-06-15,1,2
G3800_2014-06-15,1,2
G3805_2014-06-15,1,4
G3807_2014-06-15,1,2
G3808_2014-06-15,1,2
G3809_2014-06-15,1,4
G3810_2014-06-15,1,2
G3814_2014-06-15,1,4
G3816_2014-06-15,1,4
G3817_2014-06-15,1,4
G3818_2014-06-15,1,4
G3819_2014-06-15,1,4
G3820_2014-06-15,1,2
G3821_2014-06-15,1,4
G3822_2014-06-15,1,4
G3823_2014-06-15,1,2
G3825_2014-06-16,1,4
G3826_2014-06-16,1,4
G3827_2014-06-16,1,4
G3829_2014-06-16,1,4
G3831_2014-06-16,1,2
G3834_2014-06-17,1,4
G3838_2014-06-17,1,2
G3840_2014-06-17,1,4
G3841_2014-06-17,1,2
G3845_2014-06-18,1,4
G3846_2014-06-18,1,4
G3848_2014-06-18,1,4
G3850_2014-06-18,1,4
G3851_2014-06-18,1,4
G3856_2014-06-18,1,4
G3857_2014-06-18,1,4
NM042_2014-06-04,1,4
G3838.2_2014-06-16,1,2
G3845.2_2014-06-19,1,4
G3851.2_2014-06-18,1,4
G3855.2_2014-06-17,1,4
G3886.1_2014-06-19,1,4
G3889.1_2014-06-19,1,4
G3913.1_2014-06-21,1,4
G3917.1_2014-06-21,1,4
G3926.2_2014-06-22,1,4
G3949.1_2014-06-24,1,4
G3950.1_2014-06-24,1,4
G3952.1_2014-06-25,1,4
G3972.1_2014-06-24,1,2
G4132.1_2014-07-05,1,4
G4133.1_2014-07-04,1,4
G4151.1_2014-07-06,1,4
G4190.1_2014-07-07,1,2
G4200.1_2014-07-08,1,4
G4217.1_2014-07-08,1,4
G4221.1_2014-07-09,1,2
G4235.1_2014-07-11,1,4
G4236.1_2014-07-10,1,4
G4250.1_2014-07-11,1,4
G4251.1_2014-07-11,1,4
G4252.1_2014-07-11,1,4
G4254.1_2014-07-11,1,4
G4255.1_2014-07-11,1,4
G4263.1_2014-07-11,1,4
G4264.1_2014-07-11,1,4
G4299.1_2014-07-12,1,4
G4312.2_2014-07-12,1,4
G4316.1_2014-07-13,1,4
G4323.2_2014-07-14,1,4
G4324.1_2014-07-14,1,4
G4325.1_2014-07-14,1,4
G4329.1_2014-07-14,1,4
G4333.1_2014-07-13,1,4
G4334.1_2014-07-14,1,4
G4337.1_2014-07-14,1,4
G4345.1_2014-07-18,1,4
G4347.1_2014-07-15,1,4
G4348.1_2014-07-09,1,4
G4350.1_2014-07-14,1,4
G4380.1_2014-07-15,1,4
G4382.1_2014-07-16,1,4
G4389.1_2014-07-16,1,4
G4406.1_2014-07-18,1,4
G4415.1_2014-07-18,1,4
G4416.1_2014-07-18,1,4
G4419.1_2014-07-19,1,4
G4422.1_2014-07-19,1,4
G4423.1_2014-07-19,1,4
G4424.1_2014-07-19,1,4
G4431.1_2014-07-20,1,4
G4433.1_2014-07-20,1,4
G4437.1_2014-07-20,1,2
G4445.1_2014-07-21,1,2
G4450.1_2014-07-21,1,4
G4454.1_2014-07-21,1,4
G4465.1_2014-08-05,1,4
G4466.1_2014-07-22,1,4
G4527.2_2014-07-26,1,2
G4683.1_2014-08-01,1,4
G4698.1_2014-08-03,1,4
G4701.1_2014-08-03,1,4
G4702.1_2014-08-03,1,4
G4717.1_2014-08-04,1,4
G4725.1_2014-08-04,1,4
G4730.1_2014-08-05,1,4
G4736.1_2014-08-05,1,4
G4748.1_2014-08-05,1,4
G4751.1_2014-08-05,1,4
G4837.1_2014-08-09,1,4
G4856.1_2014-08-10,1,4
G4861.1_2014-08-10,7,31
G4868.1_2014-08-10,1,4
G4886.1_2014-08-11,1,4
G4907.1_2014-08-12,1,4
G4937.1_2014-08-13,1,4
G4942.1_2014-08-12,1,4
G4946.1_2014-08-13,1,4
G4955.1_2014-08-13,1,4
G4956.1_2014-08-13,1,4
G4960.1_2014-08-14,1,4
G4971.1_2014-08-14,1,4
G4972.1_2014-08-14,1,4
G4973.1_2014-08-12,1,2
G4981.1_2014-08-14,1,4
G4982.1_2014-08-14,1,4
G4994.1_2014-08-15,1,4
G4996.1_2014-08-15,1,4
G4999.1_2014-08-15,1,4
G5012.3_2014-08-15,1,4
G5016.1_2014-08-16,1,4
G5019.1_2014-08-16,1,4
G5039.1_2014-08-17,1,4
G5059.1_2014-08-18,1,7
G5064.1_2014-08-17,1,4
G5112.1_2014-08-19,7,31
G5114.1_2014-08-18,7,31
G5119.1_2014-08-24,7,31
G5244.1_2014-08-22,1,4
G5295.1_2014-08-25,1,4
G5296.1_2014-08-25,1,4
G5304.1_2014-08-28,1,4
G5364.1_2014-08-28,1,4
G5370.1_2014-08-28,1,4
G5516.1_2014-09-04,1,4
G5520.1_2014-09-05,1,4
G5529.1_2014-09-05,1,4
G5570.1_2014-09-08,1,4
G5571.1_2014-09-08,1,2
G5617.1_2014-09-10,1,4
G5640.1_2014-09-11,1,4
G5644.1_2014-09-11,1,4
G5647.1_2014-09-11,1,4
G5684.1_2014-09-13,7,31
G5685.1_2014-09-13,7,31
G5691.1_2014-09-14,1,4
G5723.1_2014-09-15,1,4
G5731.1_2014-09-16,1,2
G5737.1_2014-09-16,1,2
G5738.1_2014-09-15,1,4
G5743.1_2014-09-17,1,4
G5756.1_2014-09-18,1,2
G5763.1_2014-09-16,1,2
G5765.1_2014-09-16,1,2
G5767.1_2014-09-16,1,2
G5844.1_2014-09-21,1,2
G5853.1_2014-09-21,1,4
G5879.1_2014-09-22,1,4
G5898.1_2014-09-22,7,31
G5982.1_2014-09-25,1,4
G5983.1_2014-09-25,1,4
G5985.1_2014-09-25,7,31
G5986.1_2014-09-25,1,4
G5988.1_2014-09-25,1,4
G5996.1_2014-09-25,7,31
G5997.1_2014-09-25,7,31
G5998.1_2014-09-25,7,31
G6012.1_2014-09-25,1,2
G6020.1_2014-09-25,1,4
G6060.1_2014-09-25,1,4
G6062.1_2014-09-25,1,4
G6069.1_2014-09-25,1,4
G6089.1_2014-09-27,1,4
G6091.1_2014-09-27,1,4
G6095.1_2014-09-27,1,4
G6103.1_2014-09-28,1,4
G6104.1_2014-09-28,1,4
12229_EMLH_2015-02-27,7,31
12242_EMLH_2015-02-28,1,1
12257_EMLH_2015-03-01,7,31
12275_EMLH_2015-03-02,1,1
12578_EMLH_2015-03-20,1,1
12579_EMLH_2015-03-20,1,1
12580_EMLH_2015-03-20,1,1
12600_EMLH_2015-03-21,1,1
12628_EMLH_2015-03-23,1,1
12666_EMLH_2015-03-26,1,1
443_EMLH_2015-01-26,7,31
448_EMLH_2015-01-27,7,31
75708_EMLH_2015-01-15,1,4
77525_EMLK_2014-12-30,4,23
77529_EMLK_2014-12-30,16,43
77549_EMLK_2015-01-01,1,4
77558_EMLK_2015-01-02,1,1
77563_EMLK_2015-01-02,7,33
77612_EMLK_2015-01-05,4,23
77630_EMLK_2015-01-06,7,33
77632_EMLK_2015-01-06,7,32
77643_EMLK_2015-01-07,1,1
77644_EMLK_2015-01-07,1,1
77648_EMLK_2015-01-07,7,33
77649_EMLK_2015-01-07,7,33
12615_EMLH_2015-03-22,7,31
15207R_EMLK_2015-05-29,2,11
15438R_EMLK_2015-06-14,2,11
18638R_EMLH_2015-07-08,12,39
19560R_EMLK_2015-07-07,2,11
356_EMLH_2015-01-21,7,32
651_EMLH_2015-02-07,7,31
75711_EMLH_2015-01-15,1,4
75722_EMLH_2015-01-15,1,4
75731_EMLH_2015-01-16,1,4
75779_EMLH_2015-01-19,7,31
762_EMLH_2015-02-12,7,31
PL7483_2015-05-31,1,1
PL7834_2015-06-10,2,15
12634_EMLH_2015-03-24,1,1
12705_EMLH_2015-03-29,7,32
442_EMLH_2015-01-26,7,31
MK0367_2014-12-21,7,31
MK0369_2014-12-21,7,31
MK0375_2014-12-22,1,4
MK0379_2014-12-22,7,31
MK0384_2014-12-22,1,4
MK0388_2014-12-22,7,31
MK0425_2014-12-23,1,4
MK0431_2014-12-23,7,31
MK0433_2014-12-23,7,31
MK0434_2014-12-23,7,31
MK0491_2014-12-23,7,31
MK0531_2014-12-26,7,31
MK0533_2014-12-26,7,31
MK0549_2014-12-27,7,31
MK0592_2014-12-28,7,31
MK0607_2014-12-28,7,31
MK0704_2014-12-31,7,31
MK0723_2015-01-01,7,31
MK0766_2015-01-02,1,4
MK0849_2015-01-05,7,31
MK1036_2015-01-11,7,31
MK2282_2015-02-22,1,1
MK2283_2015-02-22,1,1
MK2307_2015-02-23,1,1
MK2506_2015-02-27,1,1
MK2656_2015-03-03,7,32
MK2717_2015-03-04,1,1
MK2789_2015-03-07,1,1
MK2900_2015-03-10,1,1
MK2918_2015-03-10,7,32
MK3183_2015-03-17,1,1
PL4127_2015-02-28,1,4
PL4169_2015-03-01,1,4
PL4256_2015-03-03,1,4
PL4292_2015-03-03,1,1
PL4330_2015-03-05,1,4
PL4432_2015-03-07,5,25
PL4736_2015-03-13,2,15
KT4828_2015-02-10,1,1
KT4935_2015-02-11,7,31
MK0020_2014-12-08,7,32
MK0024_2014-12-08,7,31
MK0085_2014-12-10,1,4
MK0664_2014-12-30,7,31
MK0725_2015-01-01,1,4
MK0894_2015-01-06,1,4
020380_EMLK_2015-08-28,2,11
020484_EMLK_2015-09-04,2,11
10402_EMLK_2015-02-10,1,1
10415_EMLK_2015-02-10,1,1
10454_EMLK_2015-02-12,1,1
10455_EMLK_2015-02-12,1,1
12004_EMLH_2015-02-14,4,22
12161_EMLH_2015-02-21,7,33
12178_EMLH_2015-02-22,1,1
12179_EMLH_2015-02-22,1,1
14521_EMLK_2015-02-13,1,1
14782_EMLK_2015-04-23,7,33
14795_EMLK_2015-04-25,7,31
14830_EMLK_2015-04-27,7,33
14846_EMLK_2015-04-29,2,15
20525_EMLK_2015-09-06,2,11
20547_EMLK_2015-09-07,2,11
361_EMLH_2015-01-21,3,16
362_EMLH_2015-01-21,1,4
375_EMLH_2015-01-21,1,4
380_EMLH_2015-01-22,7,31
389_EMLH_2015-01-23,7,31
402_EMLH_2015-01-23,7,31
405_EMLH_2015-01-24,7,33
408_EMLH_2015-01-24,1,4
413_EMLH_2015-01-24,1,1
466_EMLH_2015-01-28,1,4
468_EMLH_2015-01-29,7,31
470_EMLH_2015-01-29,7,31
473_EMLH_2015-01-29,3,16
480_EMLH_2015-01-29,7,31
489_EMLH_2015-01-30,7,31
508_EMLH_2015-01-31,1,4
511_EMLH_2015-02-01,7,31
518_EMLH_2015-02-02,7,31
539_EMLH_2015-02-02,1,4
554_EMLH_2015-02-03,7,31
611_EMLH_2015-02-05,7,31
614_EMLH_2015-02-05,7,31
632_EMLH_2015-02-06,1,1
634_EMLH_2015-02-06,1,1
705_EMLH_2015-02-09,1,1
731_EMLH_2015-02-11,1,1
732_EMLH_2015-02-11,1,1
741_EMLH_2015-02-11,1,1
75685_EMLH_2015-01-14,7,33
75688_EMLH_2015-01-14,1,4
75750_EMLH_2015-01-17,1,4
77706_EMLK_2015-01-10,1,4
77710_EMLK_2015-01-10,7,33
77711_EMLK_2015-01-10,7,33
77712_EMLK_2015-01-10,1,1
77716_EMLK_2015-01-10,7,33
793_EMLH_2015-02-13,7,31
KT5245_2015-02-22,18,45
MK0045_2014-12-09,7,31
MK1000_2015-01-10,1,4
MK1014_2015-01-10,7,31
MK13013_2015-09-12,7,32
PL4696_2015-03-13,18,45
PL5025_2015-03-20,2,15
12180_EMLH_2015-02-22,1,1
12181_EMLH_2015-02-23,1,1
12189_EMLH_2015-02-23,7,31
12192_EMLH_2015-02-23,1,1
12193_EMLH_2015-02-23,7,31
12757_EMLH_2015-04-03,1,1
12767_EMLH_2015-04-04,1,1
12781_EMLH_2015-04-06,1,1
14723_EML_2015-04-18,2,14
14729_EML_2015-04-18,2,14
14743_EML_2015-04-19,2,15
14750_EML_2015-04-20,2,14
14859_EMLK_2015-04-30,2,14
14888_EMLK_2015-05-03,7,33
15000_EMLK_2015-05-13,2,15
15661_EMLK_2015-06-28,2,11
15274_EMLK_2015-06-04,2,11
15314_EMLK_2015-06-06,2,11
15323_EMLK_2015-06-07,2,11
15327_EMLK_2015-06-07,2,15
15338_EMLK_2015-06-08,2,11
15349_EMLK_2015-06-09,2,11
15360_EMLK_2015-06-08,2,15
15373_EMLK_2015-06-10,2,15
15421_EMLK_2015-06-13,2,11
15470_EMLK_2015-06-16,2,11
15543_EMLK_2015-06-22,2,11
15674_EMLK_2015-06-28,2,15
15686_EMLK_2015-06-30,2,11
19521_EMLK_2015-07-05,2,11
77573_EMLK_2015-01-03,1,1
77574_EMLK_2015-01-03,7,31
77577_EMLK_2015-01-03,1,2
77578_EMLK_2015-01-03,1,2
77580_EMLK_2015-01-03,7,31
77581_EMLK_2015-01-03,1,4
77582_EMLK_2015-01-03,1,4
77585_EMLK_2015-01-04,1,4
77588_EMLK_2015-01-04,1,2
77589_EMLK_2015-01-04,7,32
77591_EMLK_2015-01-04,1,4
77594_EMLK_2015-01-04,1,4
77601_EMLK_2015-01-05,1,4
77667_EMLK_2015-01-08,7,33
77669_EMLK_2015-01-08,1,1
77670_EMLK_2015-01-08,1,1
77673_EMLK_2015-01-08,7,33
77675_EMLK_2015-01-08,7,33
77676_EMLK_2015-01-08,7,33
77677_EMLK_2015-01-08,7,33
77679_EMLK_2015-01-08,7,33
77681_EMLK_2015-01-08,1,1
77724_EMLK_2015-01-10,1,4
KT7095_2015-07-05,2,11
MK0363_2014-12-21,7,31
MK0393_2014-12-22,7,31
MK0551_2014-12-27,7,31
MK0574_2014-12-28,1,8
MK0575_2014-12-28,7,31
MK0584_2014-12-28,7,31
MK0709_2014-12-31,1,4
MK0857_2015-01-05,7,31
MK0864_2015-01-05,1,4
MK0868_2015-01-05,7,31
MK0869_2015-01-05,7,31
MK0879_2015-01-05,7,31
MK0888_2015-01-06,3,16
MK0889_2015-01-06,3,16
MK0966_2015-01-08,7,31
PL3984_2015-02-25,7,31
PL4121_2015-02-28,1,4
PL4123_2015-02-28,1,4
PL4125_2015-02-28,1,4
PL4126_2015-02-28,1,4
PL4763_2015-03-14,2,15
PL4784_2015-03-14,1,4
PL4864_2015-03-16,2,15
PL4865_2015-03-16,2,15
PL4866_2015-03-16,2,15
PL7577_2015-06-03,2,15
PL8429_2015-06-24,2,15
PL8630_2015-06-29,2,15
KT2315_2014-12-02,1,4
KT2316_2014-12-02,1,4
KT2317_2014-12-02,7,31
KT2321_2014-12-02,7,31
KT2449_2014-12-05,1,4
KT2641_2014-12-12,1,4
KT2669_2014-12-13,1,4
KT2810_2014-12-16,1,4
KT4054_2015-01-13,1,9
KT4553_2015-01-29,3,18
KT4555_2015-01-29,3,18
KT4609_2015-01-31,7,31
KT4622_2015-02-01,7,31
KT4631_2015-02-02,7,31
KT4663_2015-02-03,3,18
KT4677_2015-02-03,7,31
KT4695_2015-02-04,7,31
KT4715_2015-02-06,1,4
KT4730_2015-02-07,1,1
KT4801_2015-02-10,1,4
KT5034_2015-02-14,7,31
KT5073_2015-02-16,7,31
KT5214_2015-02-20,1,1
KT5224_2015-02-21,1,1
KT5225_2015-02-21,1,1
KT5226_2015-02-21,7,31
KT5233_2015-02-21,1,1
KT5249_2015-02-22,7,31
KT5317_2015-02-24,5,25
KT5320_2015-02-24,7,31
KT5382_2015-02-25,1,1
KT5388_2015-02-25,7,31
KT5486_2015-02-27,1,1
KT5542_2015-02-20,1,1
KT5734_2015-03-06,7,31
KT5738_2015-03-06,7,31
KT5786_2015-03-07,1,1
KT5787_2015-03-07,1,1
KT5788_2015-03-07,1,1
KT5789_2015-03-07,1,1
KT5832_2015-03-10,7,31
KT5858_2015-03-10,1,1
KT5859_2015-03-10,1,1
KT5974_2015-03-16,7,31
MK0364_2014-12-21,7,31
MK0365_2014-12-21,7,31
MK0366_2014-12-21,7,31
MK0368_2014-12-21,7,31
MK0390_2014-12-22,7,31
MK0392_2014-12-22,7,31
MK0885_2015-01-06,3,16
MK1040_2015-01-11,1,4
MK1079_2015-01-11,1,4
MK1197_2015-01-17,1,4
MK1202_2015-01-17,7,31
MK1320_2015-01-20,7,31
MK1782_2015-02-06,6,30
MK1888_2015-02-09,6,30
MK2255_2015-02-21,1,1
MK2334_2015-02-23,1,1
MK2341_2015-02-24,1,1
MK2342_2015-02-24,1,1
MK2343_2015-02-24,1,1
MK2344_2015-02-24,1,1
MK2362_2015-02-24,1,1
MK2364_2015-02-24,1,1
MK2365_2015-02-25,1,1
MK2366_2015-02-25,1,1
MK2367_2015-02-25,1,1
MK2369_2015-02-25,1,1
MK2370_2015-02-25,1,1
MK2371_2015-02-25,1,1
MK2382_2015-02-25,1,1
MK2383_2015-02-25,1,1
MK2395_2015-02-25,1,1
MK2397_2015-02-25,1,1
MK2398_2015-02-25,1,1
MK2405_2015-02-25,1,1
MK2427_2015-02-25,1,1
MK2431_2015-02-25,1,1
MK2436_2015-02-26,1,1
MK2437_2015-02-26,1,1
MK2447_2015-02-26,1,1
MK2448_2015-02-26,1,1
MK2449_2015-02-26,1,1
MK2570_2015-03-01,1,1
MK2673_2015-03-03,1,1
MK2710_2015-03-05,1,1
MK2724_2015-03-05,1,1
MK2788_2015-03-07,1,1
MK2790_2015-03-07,1,1
MK2825_2015-03-08,1,1
MK2850_2015-03-09,1,1
MK2938_2015-03-11,1,1
MK2983_2015-03-12,1,1
MK3043_2015-03-14,1,1
MK3050_2015-03-14,7,32
MK3462_2015-03-26,1,1
MK3479_2015-03-26,1,1
MK4165_2015-04-16,1,4
PL1387_2015-01-04,1,10
PL2101_2015-01-18,7,31
PL2668_2015-01-29,7,31
PL2921_2015-02-03,1,4
PL4028_2015-02-26,1,4
PL4059_2015-02-26,1,1
PL4094_2015-02-27,7,31
PL4105_2015-02-28,7,31
PL4187_2015-03-01,7,31
PL4190_2015-03-01,7,31
PL4194_2015-03-02,1,1
PL4226_2015-03-02,2,15
PL4248_2015-03-03,3,16
PL4249_2015-03-03,3,16
PL4322_2015-03-05,1,4
PL4347_2015-03-04,7,31
PL4483_2015-03-08,2,15
PL4561_2015-03-10,1,4
PL4569_2015-03-10,18,45
PL4570_2015-03-10,1,1
PL4651_2015-03-12,1,1
PL4671_2015-03-12,7,31
PL4679_2015-03-12,7,31
PL4680_2015-03-12,1,1
PL4872_2015-03-16,7,31
PL5001_2015-03-19,7,31
PL5019_2015-03-19,1,1
PL5099_2015-03-19,7,31
PL5157_2015-03-22,2,15
PL5179_2015-03-22,1,1
PL5201_2015-03-23,1,4
PL5202_2015-03-23,1,1
PL5228_2015-03-23,1,1
PL5249_2015-03-24,5,25
PL5260_2015-03-23,2,14
PL5294_2015-03-24,5,25
PL5361_2015-03-26,2,14
PL5428_2015-03-27,7,31
PL5801_2015-04-04,2,14
PL5803_2015-04-04,2,14
PL5868_2015-04-06,7,33
PL6049_2015-04-11,13,40
PL6070_2015-04-11,2,14
PL6086_2015-04-12,7,33
PL6158_2015-04-13,2,14
PL6656_2015-05-01,2,15
PL7053_2015-05-15,2,15
PL7055_2015-05-15,2,15
PL7136b_2015-05-18,2,15
PL7375_2015-05-27,2,15
PL7376_2015-05-27,2,15
PL7401_2015-05-27,2,15
PL7429_2015-05-29,2,15
PL7451_2015-05-29,2,15
PL7496_2015-05-31,2,15
PL7511_2015-06-01,2,15
PL7551_2015-06-02,2,15
PL7604_2015-06-04,2,15
PL7605_2015-06-04,2,15
PL7626_2015-06-04,2,15
PL7678_2015-06-06,2,15
PL7685_2015-06-06,2,15
PL7689_2015-06-06,2,15
PL7709_2015-06-06,2,15
PL7773_2015-06-08,2,15
PL7774_2015-06-08,2,15
PL7775_2015-06-08,2,15
PL7792_2015-06-09,2,15
PL7801_2015-06-09,2,15
PL7820_2015-06-09,2,15
PL7946_2015-06-12,2,15
PL7947_2015-06-12,2,15
PL8128_2015-06-16,2,15
PL8172_2015-06-18,2,15
PL8310_2015-06-21,2,15
PL8780_2015-07-03,2,15
PL8896_2015-07-06,2,15
PL9150_2015-07-12,2,15
PL9192_2015-07-13,2,15
PL9199_2015-07-13,2,15
