Isolate,baps.cluster
LIBR10155_2014-09-13,13
LIBR10156_2014-09-13,13
LIBR10168_2014-09-20,13
LIBR10169_2014-08-24,8
LIBR10170_2014-08-17,13
LIBR10172_2014-09-01,13
LIBR10179_2014-10-11,13
LIBR10180_2014-10-11,13
LIBR10187_2014-08-19,13
LIBR10195_2014-08-26,13
LIBR10196_2014-08-26,13
LIBR10201_2014-08-27,13
LIBR10202_2014-08-27,13
LIBR10204_2014-08-27,8
LIBR10205_2014-09-19,13
LIBR10208_2014-09-19,13
LIBR10209_2014-09-19,13
LIBR10210_2014-09-19,13
LIBR10212_2014-09-19,13
LIBR10217_2014-09-29,13
LIBR10218_2014-09-29,13
LIBR10222_2014-09-26,13
LIBR10223_2014-09-26,13
LIBR10224_2014-09-26,8
LIBR10226_2014-09-26,13
LIBR10230_2014-09-26,13
LIBR10237_2014-07-11,13
LIBR10238_2014-07-18,13
LIBR10239_2014-07-19,13
LIBR10240_2014-06-24,13
LIBR10241_2014-06-25,13
LIBR10248_2014-07-14,13
LIBR10249_2014-07-04,13
LIBR10250_2014-06-23,13
LIBR10251_2014-09-15,8
LIBR10252_2014-09-15,8
LIBR10254_2014-10-02,13
LIBR10255_2014-10-02,13
LIBR10261_2014-10-14,8
LIBR10262_2014-10-16,13
LIBR10265_2014-10-18,13
LIBR10267_2014-10-05,8
LIBR10270_2014-08-26,13
LIBR10271_2014-08-26,13
LIBR10277_2014-08-26,13
LIBR10279_2014-08-26,13
LIBR10306_2014-06-25,13
LIBR10307_2014-10-02,13
LIBR11079_2014-10-02,13
LIBR11177_2014-10-05,13
LIBR1195_2015-02-02,13
LIBR1221_2015-02-04,13
LIBR1413_2015-02-14,13
EM095_2014-05-25,12
EM096_2014-05-26,13
EM098_2014-05-26,13
EM104_2014-06-02,13
EM106_2014-06-02,13
EM110_2014-06-03,13
EM111_2014-06-03,13
EM112_2014-06-03,13
EM113_2014-06-03,13
EM115_2014-06-03,13
EM119_2014-06-03,13
EM120_2014-06-03,13
EM121_2014-06-04,13
EM124_2014-06-04,13
G3670_2014-05-27,13
G3676_2014-05-27,12
G3677_2014-05-26,13
G3679_2014-05-28,13
G3680_2014-05-28,12
G3682_2014-05-28,13
G3683_2014-05-28,12
G3686_2014-05-28,12
G3687_2014-05-28,12
G3707_2014-05-31,13
G3713_2014-06-09,13
G3724_2014-06-05,13
G3729_2014-06-07,13
G3734_2014-06-07,13
G3735_2014-06-07,13
G3750_2014-06-10,13
G3752_2014-06-10,4
G3758_2014-06-11,13
G3764_2014-06-12,13
G3765_2014-06-14,13
G3769_2014-06-12,13
G3770_2014-06-12,13
G3771_2014-06-12,13
G3782_2014-06-14,13
G3786_2014-06-14,13
G3787_2014-06-14,13
G3788_2014-06-14,13
G3789_2014-06-14,13
G3795_2014-06-15,13
G3796_2014-06-15,13
G3798_2014-06-15,13
G3799_2014-06-15,13
G3800_2014-06-15,13
G3805_2014-06-15,13
G3807_2014-06-15,13
G3808_2014-06-15,13
G3809_2014-06-15,13
G3810_2014-06-15,13
G3814_2014-06-15,13
G3816_2014-06-15,13
G3817_2014-06-15,13
G3818_2014-06-15,13
G3819_2014-06-15,13
G3820_2014-06-15,13
G3821_2014-06-15,13
G3822_2014-06-15,13
G3823_2014-06-15,13
G3825_2014-06-16,4
G3826_2014-06-16,13
G3827_2014-06-16,13
G3829_2014-06-16,4
G3831_2014-06-16,13
G3834_2014-06-17,4
G3838_2014-06-17,13
G3840_2014-06-17,13
G3841_2014-06-17,13
G3845_2014-06-18,13
G3846_2014-06-18,13
G3848_2014-06-18,4
G3850_2014-06-18,13
G3851_2014-06-18,4
G3856_2014-06-18,13
G3857_2014-06-18,4
NM042_2014-06-04,13
G3838.2_2014-06-16,13
G3845.2_2014-06-19,13
G3851.2_2014-06-18,4
G3855.2_2014-06-17,13
G3886.1_2014-06-19,4
G3889.1_2014-06-19,4
G3913.1_2014-06-21,4
G3917.1_2014-06-21,13
G3926.2_2014-06-22,13
G3949.1_2014-06-24,13
G3950.1_2014-06-24,13
G3952.1_2014-06-25,13
G3972.1_2014-06-24,13
G4132.1_2014-07-05,4
G4133.1_2014-07-04,13
G4151.1_2014-07-06,13
G4190.1_2014-07-07,13
G4200.1_2014-07-08,13
G4217.1_2014-07-08,13
G4221.1_2014-07-09,13
G4235.1_2014-07-11,13
G4236.1_2014-07-10,13
G4250.1_2014-07-11,13
G4251.1_2014-07-11,13
G4252.1_2014-07-11,13
G4254.1_2014-07-11,13
G4255.1_2014-07-11,4
G4263.1_2014-07-11,4
G4264.1_2014-07-11,4
G4299.1_2014-07-12,13
G4312.2_2014-07-12,13
G4316.1_2014-07-13,13
G4323.2_2014-07-14,4
G4324.1_2014-07-14,13
G4325.1_2014-07-14,13
G4329.1_2014-07-14,4
G4333.1_2014-07-13,13
G4334.1_2014-07-14,4
G4337.1_2014-07-14,13
G4345.1_2014-07-18,13
G4347.1_2014-07-15,4
G4348.1_2014-07-09,13
G4350.1_2014-07-14,13
G4380.1_2014-07-15,13
G4382.1_2014-07-16,13
G4389.1_2014-07-16,13
G4406.1_2014-07-18,13
G4415.1_2014-07-18,13
G4416.1_2014-07-18,13
G4419.1_2014-07-19,13
G4422.1_2014-07-19,13
G4423.1_2014-07-19,4
G4424.1_2014-07-19,4
G4431.1_2014-07-20,4
G4433.1_2014-07-20,13
G4437.1_2014-07-20,13
G4445.1_2014-07-21,13
G4450.1_2014-07-21,13
G4454.1_2014-07-21,4
G4465.1_2014-08-05,4
G4466.1_2014-07-22,4
G4527.2_2014-07-26,13
G4683.1_2014-08-01,4
G4698.1_2014-08-03,4
G4701.1_2014-08-03,13
G4702.1_2014-08-03,13
G4717.1_2014-08-04,4
G4725.1_2014-08-04,4
G4730.1_2014-08-05,4
G4736.1_2014-08-05,4
G4748.1_2014-08-05,4
G4751.1_2014-08-05,13
G4837.1_2014-08-09,4
G4856.1_2014-08-10,13
G4861.1_2014-08-10,6
G4868.1_2014-08-10,3
G4886.1_2014-08-11,13
G4907.1_2014-08-12,13
G4937.1_2014-08-13,13
G4942.1_2014-08-12,13
G4946.1_2014-08-13,13
G4955.1_2014-08-13,4
G4956.1_2014-08-13,4
G4960.1_2014-08-14,13
G4971.1_2014-08-14,13
G4972.1_2014-08-14,4
G4973.1_2014-08-12,13
G4981.1_2014-08-14,4
G4982.1_2014-08-14,4
G4994.1_2014-08-15,4
G4996.1_2014-08-15,4
G4999.1_2014-08-15,4
G5012.3_2014-08-15,13
G5016.1_2014-08-16,13
G5019.1_2014-08-16,3
G5039.1_2014-08-17,4
G5059.1_2014-08-18,13
G5064.1_2014-08-17,4
G5112.1_2014-08-19,6
G5114.1_2014-08-18,6
G5119.1_2014-08-24,6
G5244.1_2014-08-22,9
G5295.1_2014-08-25,4
G5296.1_2014-08-25,4
G5304.1_2014-08-28,4
G5364.1_2014-08-28,13
G5370.1_2014-08-28,13
G5516.1_2014-09-04,4
G5520.1_2014-09-05,4
G5529.1_2014-09-05,6
G5570.1_2014-09-08,13
G5571.1_2014-09-08,13
G5617.1_2014-09-10,4
G5640.1_2014-09-11,13
G5644.1_2014-09-11,13
G5647.1_2014-09-11,13
G5684.1_2014-09-13,6
G5685.1_2014-09-13,6
G5691.1_2014-09-14,4
G5723.1_2014-09-15,9
G5731.1_2014-09-16,13
G5737.1_2014-09-16,13
G5738.1_2014-09-15,4
G5743.1_2014-09-17,6
G5756.1_2014-09-18,13
G5763.1_2014-09-16,13
G5765.1_2014-09-16,13
G5767.1_2014-09-16,13
G5844.1_2014-09-21,13
G5853.1_2014-09-21,4
G5879.1_2014-09-22,13
G5898.1_2014-09-22,6
G5982.1_2014-09-25,4
G5983.1_2014-09-25,3
G5985.1_2014-09-25,4
G5986.1_2014-09-25,4
G5988.1_2014-09-25,13
G5996.1_2014-09-25,3
G5997.1_2014-09-25,3
G5998.1_2014-09-25,3
G6012.1_2014-09-25,13
G6020.1_2014-09-25,9
G6060.1_2014-09-25,13
G6062.1_2014-09-25,13
G6069.1_2014-09-25,9
G6089.1_2014-09-27,3
G6091.1_2014-09-27,3
G6095.1_2014-09-27,3
G6103.1_2014-09-28,9
G6104.1_2014-09-28,9
12229_EMLH_2015-02-27,6
12242_EMLH_2015-02-28,7
12257_EMLH_2015-03-01,6
12275_EMLH_2015-03-02,7
12578_EMLH_2015-03-20,7
12579_EMLH_2015-03-20,7
12580_EMLH_2015-03-20,7
12600_EMLH_2015-03-21,7
12628_EMLH_2015-03-23,7
12666_EMLH_2015-03-26,7
443_EMLH_2015-01-26,1
448_EMLH_2015-01-27,1
75708_EMLH_2015-01-15,6
77525_EMLK_2014-12-30,6
77529_EMLK_2014-12-30,9
77549_EMLK_2015-01-01,6
77558_EMLK_2015-01-02,7
77563_EMLK_2015-01-02,6
77612_EMLK_2015-01-05,6
77630_EMLK_2015-01-06,6
77632_EMLK_2015-01-06,6
77643_EMLK_2015-01-07,7
77644_EMLK_2015-01-07,7
77648_EMLK_2015-01-07,6
77649_EMLK_2015-01-07,6
12615_EMLH_2015-03-22,3
15207R_EMLK_2015-05-29,2
15438R_EMLK_2015-06-14,2
18638R_EMLH_2015-07-08,5
19560R_EMLK_2015-07-07,2
356_EMLH_2015-01-21,6
651_EMLH_2015-02-07,1
75711_EMLH_2015-01-15,3
75722_EMLH_2015-01-15,6
75731_EMLH_2015-01-16,9
75779_EMLH_2015-01-19,6
762_EMLH_2015-02-12,1
PL7483_2015-05-31,7
PL7834_2015-06-10,2
12634_EMLH_2015-03-24,7
12705_EMLH_2015-03-29,3
442_EMLH_2015-01-26,1
MK0367_2014-12-21,4
MK0369_2014-12-21,4
MK0375_2014-12-22,4
MK0379_2014-12-22,4
MK0384_2014-12-22,9
MK0388_2014-12-22,4
MK0425_2014-12-23,4
MK0431_2014-12-23,4
MK0433_2014-12-23,4
MK0434_2014-12-23,4
MK0491_2014-12-23,4
MK0531_2014-12-26,4
MK0533_2014-12-26,4
MK0549_2014-12-27,4
MK0592_2014-12-28,3
MK0607_2014-12-28,4
MK0704_2014-12-31,3
MK0723_2015-01-01,4
MK0766_2015-01-02,4
MK0849_2015-01-05,4
MK1036_2015-01-11,4
MK2282_2015-02-22,7
MK2283_2015-02-22,7
MK2307_2015-02-23,7
MK2506_2015-02-27,7
MK2656_2015-03-03,3
MK2717_2015-03-04,7
MK2789_2015-03-07,7
MK2900_2015-03-10,7
MK2918_2015-03-10,3
MK3183_2015-03-17,7
PL4127_2015-02-28,4
PL4169_2015-03-01,4
PL4256_2015-03-03,4
PL4292_2015-03-03,7
PL4330_2015-03-05,4
PL4432_2015-03-07,10
PL4736_2015-03-13,2
KT4828_2015-02-10,7
KT4935_2015-02-11,6
MK0020_2014-12-08,3
MK0024_2014-12-08,4
MK0085_2014-12-10,4
MK0664_2014-12-30,4
MK0725_2015-01-01,3
MK0894_2015-01-06,3
020380_EMLK_2015-08-28,2
020484_EMLK_2015-09-04,2
10402_EMLK_2015-02-10,7
10415_EMLK_2015-02-10,7
10454_EMLK_2015-02-12,7
10455_EMLK_2015-02-12,7
12004_EMLH_2015-02-14,6
12161_EMLH_2015-02-21,6
12178_EMLH_2015-02-22,7
12179_EMLH_2015-02-22,7
14521_EMLK_2015-02-13,7
14782_EMLK_2015-04-23,6
14795_EMLK_2015-04-25,11
14830_EMLK_2015-04-27,6
14846_EMLK_2015-04-29,2
20525_EMLK_2015-09-06,2
20547_EMLK_2015-09-07,2
361_EMLH_2015-01-21,9
362_EMLH_2015-01-21,4
375_EMLH_2015-01-21,4
380_EMLH_2015-01-22,6
389_EMLH_2015-01-23,1
402_EMLH_2015-01-23,1
405_EMLH_2015-01-24,6
408_EMLH_2015-01-24,6
413_EMLH_2015-01-24,7
466_EMLH_2015-01-28,4
468_EMLH_2015-01-29,1
470_EMLH_2015-01-29,1
473_EMLH_2015-01-29,9
480_EMLH_2015-01-29,1
489_EMLH_2015-01-30,1
508_EMLH_2015-01-31,9
511_EMLH_2015-02-01,1
518_EMLH_2015-02-02,1
539_EMLH_2015-02-02,9
554_EMLH_2015-02-03,1
611_EMLH_2015-02-05,1
614_EMLH_2015-02-05,1
632_EMLH_2015-02-06,7
634_EMLH_2015-02-06,7
705_EMLH_2015-02-09,7
731_EMLH_2015-02-11,7
732_EMLH_2015-02-11,7
741_EMLH_2015-02-11,7
75685_EMLH_2015-01-14,6
75688_EMLH_2015-01-14,4
75750_EMLH_2015-01-17,4
77706_EMLK_2015-01-10,4
77710_EMLK_2015-01-10,6
77711_EMLK_2015-01-10,6
77712_EMLK_2015-01-10,7
77716_EMLK_2015-01-10,6
793_EMLH_2015-02-13,1
KT5245_2015-02-22,7
MK0045_2014-12-09,4
MK1000_2015-01-10,4
MK1014_2015-01-10,4
MK13013_2015-09-12,3
PL4696_2015-03-13,7
PL5025_2015-03-20,2
12180_EMLH_2015-02-22,7
12181_EMLH_2015-02-23,7
12189_EMLH_2015-02-23,6
12192_EMLH_2015-02-23,7
12193_EMLH_2015-02-23,6
12757_EMLH_2015-04-03,7
12767_EMLH_2015-04-04,7
12781_EMLH_2015-04-06,7
14723_EML_2015-04-18,11
14729_EML_2015-04-18,11
14743_EML_2015-04-19,2
14750_EML_2015-04-20,11
14859_EMLK_2015-04-30,11
14888_EMLK_2015-05-03,6
15000_EMLK_2015-05-13,2
15661_EMLK_2015-06-28,2
15274_EMLK_2015-06-04,2
15314_EMLK_2015-06-06,2
15323_EMLK_2015-06-07,2
15327_EMLK_2015-06-07,2
15338_EMLK_2015-06-08,2
15349_EMLK_2015-06-09,2
15360_EMLK_2015-06-08,2
15373_EMLK_2015-06-10,2
15421_EMLK_2015-06-13,2
15470_EMLK_2015-06-16,2
15543_EMLK_2015-06-22,2
15674_EMLK_2015-06-28,2
15686_EMLK_2015-06-30,2
19521_EMLK_2015-07-05,2
77573_EMLK_2015-01-03,7
77574_EMLK_2015-01-03,1
77577_EMLK_2015-01-03,13
77578_EMLK_2015-01-03,13
77580_EMLK_2015-01-03,6
77581_EMLK_2015-01-03,4
77582_EMLK_2015-01-03,4
77585_EMLK_2015-01-04,3
77588_EMLK_2015-01-04,13
77589_EMLK_2015-01-04,6
77591_EMLK_2015-01-04,4
77594_EMLK_2015-01-04,4
77601_EMLK_2015-01-05,9
77667_EMLK_2015-01-08,6
77669_EMLK_2015-01-08,7
77670_EMLK_2015-01-08,7
77673_EMLK_2015-01-08,6
77675_EMLK_2015-01-08,6
77676_EMLK_2015-01-08,6
77677_EMLK_2015-01-08,6
77679_EMLK_2015-01-08,6
77681_EMLK_2015-01-08,7
77724_EMLK_2015-01-10,4
KT7095_2015-07-05,2
MK0363_2014-12-21,4
MK0393_2014-12-22,4
MK0551_2014-12-27,4
MK0574_2014-12-28,3
MK0575_2014-12-28,4
MK0584_2014-12-28,4
MK0709_2014-12-31,4
MK0857_2015-01-05,4
MK0864_2015-01-05,3
MK0868_2015-01-05,4
MK0869_2015-01-05,4
MK0879_2015-01-05,3
MK0888_2015-01-06,9
MK0889_2015-01-06,9
MK0966_2015-01-08,4
PL3984_2015-02-25,1
PL4121_2015-02-28,4
PL4123_2015-02-28,4
PL4125_2015-02-28,4
PL4126_2015-02-28,4
PL4763_2015-03-14,2
PL4784_2015-03-14,4
PL4864_2015-03-16,2
PL4865_2015-03-16,2
PL4866_2015-03-16,2
PL7577_2015-06-03,2
PL8429_2015-06-24,2
PL8630_2015-06-29,2
KT2315_2014-12-02,4
KT2316_2014-12-02,4
KT2317_2014-12-02,6
KT2321_2014-12-02,6
KT2449_2014-12-05,9
KT2641_2014-12-12,4
KT2669_2014-12-13,4
KT2810_2014-12-16,13
KT4054_2015-01-13,4
KT4553_2015-01-29,9
KT4555_2015-01-29,9
KT4609_2015-01-31,1
KT4622_2015-02-01,6
KT4631_2015-02-02,1
KT4663_2015-02-03,9
KT4677_2015-02-03,1
KT4695_2015-02-04,1
KT4715_2015-02-06,4
KT4730_2015-02-07,7
KT4801_2015-02-10,13
KT5034_2015-02-14,6
KT5073_2015-02-16,1
KT5214_2015-02-20,7
KT5224_2015-02-21,7
KT5225_2015-02-21,7
KT5226_2015-02-21,3
KT5233_2015-02-21,7
KT5249_2015-02-22,6
KT5317_2015-02-24,10
KT5320_2015-02-24,3
KT5382_2015-02-25,7
KT5388_2015-02-25,3
KT5486_2015-02-27,7
KT5542_2015-02-20,7
KT5734_2015-03-06,3
KT5738_2015-03-06,3
KT5786_2015-03-07,7
KT5787_2015-03-07,7
KT5788_2015-03-07,7
KT5789_2015-03-07,7
KT5832_2015-03-10,6
KT5858_2015-03-10,7
KT5859_2015-03-10,7
KT5974_2015-03-16,6
MK0364_2014-12-21,4
MK0365_2014-12-21,4
MK0366_2014-12-21,4
MK0368_2014-12-21,4
MK0390_2014-12-22,4
MK0392_2014-12-22,4
MK0885_2015-01-06,9
MK1040_2015-01-11,9
MK1079_2015-01-11,9
MK1197_2015-01-17,4
MK1202_2015-01-17,4
MK1320_2015-01-20,4
MK1782_2015-02-06,4
MK1888_2015-02-09,4
MK2255_2015-02-21,7
MK2334_2015-02-23,7
MK2341_2015-02-24,7
MK2342_2015-02-24,7
MK2343_2015-02-24,7
MK2344_2015-02-24,7
MK2362_2015-02-24,7
MK2364_2015-02-24,7
MK2365_2015-02-25,7
MK2366_2015-02-25,7
MK2367_2015-02-25,7
MK2369_2015-02-25,7
MK2370_2015-02-25,7
MK2371_2015-02-25,7
MK2382_2015-02-25,7
MK2383_2015-02-25,7
MK2395_2015-02-25,7
MK2397_2015-02-25,7
MK2398_2015-02-25,7
MK2405_2015-02-25,7
MK2427_2015-02-25,7
MK2431_2015-02-25,7
MK2436_2015-02-26,7
MK2437_2015-02-26,7
MK2447_2015-02-26,7
MK2448_2015-02-26,7
MK2449_2015-02-26,7
MK2570_2015-03-01,7
MK2673_2015-03-03,7
MK2710_2015-03-05,7
MK2724_2015-03-05,7
MK2788_2015-03-07,7
MK2790_2015-03-07,7
MK2825_2015-03-08,7
MK2850_2015-03-09,7
MK2938_2015-03-11,7
MK2983_2015-03-12,7
MK3043_2015-03-14,7
MK3050_2015-03-14,3
MK3462_2015-03-26,7
MK3479_2015-03-26,7
MK4165_2015-04-16,4
PL1387_2015-01-04,9
PL2101_2015-01-18,6
PL2668_2015-01-29,6
PL2921_2015-02-03,13
PL4028_2015-02-26,4
PL4059_2015-02-26,7
PL4094_2015-02-27,11
PL4105_2015-02-28,6
PL4187_2015-03-01,6
PL4190_2015-03-01,6
PL4194_2015-03-02,7
PL4226_2015-03-02,2
PL4248_2015-03-03,9
PL4249_2015-03-03,9
PL4322_2015-03-05,4
PL4347_2015-03-04,11
PL4483_2015-03-08,2
PL4561_2015-03-10,4
PL4569_2015-03-10,7
PL4570_2015-03-10,7
PL4651_2015-03-12,7
PL4671_2015-03-12,6
PL4679_2015-03-12,6
PL4680_2015-03-12,7
PL4872_2015-03-16,11
PL5001_2015-03-19,6
PL5019_2015-03-19,7
PL5099_2015-03-19,6
PL5157_2015-03-22,2
PL5179_2015-03-22,7
PL5201_2015-03-23,4
PL5202_2015-03-23,7
PL5228_2015-03-23,7
PL5249_2015-03-24,10
PL5260_2015-03-23,11
PL5294_2015-03-24,10
PL5361_2015-03-26,11
PL5428_2015-03-27,11
PL5801_2015-04-04,11
PL5803_2015-04-04,11
PL5868_2015-04-06,6
PL6049_2015-04-11,2
PL6070_2015-04-11,11
PL6086_2015-04-12,6
PL6158_2015-04-13,11
PL6656_2015-05-01,2
PL7053_2015-05-15,2
PL7055_2015-05-15,2
PL7136b_2015-05-18,2
PL7375_2015-05-27,2
PL7376_2015-05-27,2
PL7401_2015-05-27,2
PL7429_2015-05-29,2
PL7451_2015-05-29,2
PL7496_2015-05-31,2
PL7511_2015-06-01,2
PL7551_2015-06-02,2
PL7604_2015-06-04,2
PL7605_2015-06-04,2
PL7626_2015-06-04,2
PL7678_2015-06-06,2
PL7685_2015-06-06,2
PL7689_2015-06-06,2
PL7709_2015-06-06,2
PL7773_2015-06-08,2
PL7774_2015-06-08,2
PL7775_2015-06-08,2
PL7792_2015-06-09,2
PL7801_2015-06-09,2
PL7820_2015-06-09,2
PL7946_2015-06-12,2
PL7947_2015-06-12,2
PL8128_2015-06-16,2
PL8172_2015-06-18,2
PL8310_2015-06-21,2
PL8780_2015-07-03,2
PL8896_2015-07-06,2
PL9150_2015-07-12,2
PL9192_2015-07-13,2
PL9199_2015-07-13,2
